date,1. open,2. high,3. low,4. close,5. volume
2021-10-27 20:00:00,149.08,149.08,149.06,149.07,1051.0
2021-10-27 19:59:00,149.07,149.08,149.07,149.08,2180.0
2021-10-27 19:58:00,149.0,149.05,149.0,149.05,3676.0
2021-10-27 19:57:00,149.06,149.06,149.0,149.0,1385.0
2021-10-27 19:56:00,149.01,149.07,149.0,149.07,1116.0
2021-10-27 19:55:00,149.02,149.05,149.01,149.01,12414.0
2021-10-27 19:54:00,149.06,149.06,149.04,149.05,1256.0
2021-10-27 19:53:00,149.08,149.08,149.02,149.02,3389.0
2021-10-27 19:52:00,149.14,149.14,149.08,149.08,827.0
2021-10-27 19:51:00,149.14,149.14,149.08,149.09,3083.0
2021-10-27 19:50:00,149.1,149.1,149.1,149.1,1476.0
2021-10-27 19:48:00,149.13,149.13,149.13,149.13,4616.0
2021-10-27 19:46:00,149.1,149.1,149.0999,149.0999,354.0
2021-10-27 19:45:00,149.11,149.14,149.1,149.14,806.0
2021-10-27 19:44:00,149.14,149.14,149.11,149.11,625.0
2021-10-27 19:43:00,149.09,149.09,149.02,149.02,2718.0
2021-10-27 19:42:00,149.05,149.05,149.05,149.05,1866.0
2021-10-27 19:41:00,149.15,149.15,149.05,149.15,10214.0
2021-10-27 19:39:00,149.11,149.1699,149.11,149.15,1487.0
2021-10-27 19:38:00,149.14,149.16,149.14,149.16,1036.0
2021-10-27 19:37:00,149.16,149.16,149.16,149.16,1022.0
2021-10-27 19:36:00,149.1,149.16,149.1,149.16,611.0
2021-10-27 19:33:00,149.16,149.16,149.07,149.1,7705.0
2021-10-27 19:32:00,149.15,149.16,149.15,149.16,1555.0
2021-10-27 19:31:00,149.15,149.15,149.15,149.15,229.0
2021-10-27 19:30:00,149.14,149.17,149.14,149.17,3408.0
2021-10-27 19:29:00,149.14,149.14,149.14,149.14,135.0
2021-10-27 19:28:00,149.13,149.13,149.13,149.13,1091.0
2021-10-27 19:27:00,149.13,149.13,149.13,149.13,523.0
2021-10-27 19:26:00,149.13,149.13,149.13,149.13,160.0
2021-10-27 19:25:00,149.13,149.13,149.13,149.13,1093.0
2021-10-27 19:24:00,149.14,149.14,149.14,149.14,298.0
2021-10-27 19:23:00,149.09,149.12,149.09,149.12,530.0
2021-10-27 19:22:00,149.1,149.1,149.1,149.1,125.0
2021-10-27 19:21:00,149.03,149.08,149.03,149.08,583.0
2021-10-27 19:20:00,149.07,149.07,149.07,149.07,2323.0
2021-10-27 19:19:00,149.09,149.09,149.09,149.09,597.0
2021-10-27 19:18:00,149.11,149.11,149.09,149.11,3591.0
2021-10-27 19:17:00,149.12,149.14,149.11,149.11,6475.0
2021-10-27 19:16:00,149.14,149.16,149.14,149.16,758.0
2021-10-27 19:15:00,149.15,149.15,149.11,149.14,1752.0
2021-10-27 19:14:00,149.11,149.15,149.11,149.15,736.0
2021-10-27 19:13:00,149.11,149.15,149.11,149.15,963.0
2021-10-27 19:12:00,149.15,149.15,149.11,149.11,1740.0
2021-10-27 19:11:00,149.16,149.16,149.15,149.15,1856.0
2021-10-27 19:09:00,149.15,149.15,149.15,149.15,2547.0
2021-10-27 19:07:00,149.15,149.16,149.15,149.16,1515.0
2021-10-27 19:05:00,149.15,149.15,149.15,149.15,1137.0
2021-10-27 19:04:00,149.15,149.17,149.15,149.17,293.0
2021-10-27 19:03:00,149.15,149.15,149.15,149.15,510.0
2021-10-27 19:02:00,149.17,149.17,149.16,149.17,1139.0
2021-10-27 19:00:00,149.15,149.15,149.14,149.14,2600.0
2021-10-27 18:58:00,149.15,149.15,149.15,149.15,1072.0
2021-10-27 18:57:00,149.12,149.17,149.12,149.17,1212.0
2021-10-27 18:56:00,149.13,149.17,149.13,149.17,484.0
2021-10-27 18:55:00,149.17,149.17,149.16,149.16,305.0
2021-10-27 18:54:00,149.15,149.17,149.15,149.17,2012.0
2021-10-27 18:53:00,149.15,149.15,149.15,149.15,320.0
2021-10-27 18:52:00,149.15,149.15,149.15,149.15,1014.0
2021-10-27 18:51:00,149.15,149.15,149.12,149.15,2993.0
2021-10-27 18:50:00,149.12,149.12,149.12,149.12,888.0
2021-10-27 18:46:00,149.17,149.17,149.17,149.17,909.0
2021-10-27 18:45:00,149.14,149.14,149.14,149.14,406.0
2021-10-27 18:42:00,149.1,149.1,149.1,149.1,709.0
2021-10-27 18:41:00,149.1,149.1,149.09,149.09,811.0
2021-10-27 18:38:00,149.1,149.1,149.1,149.1,4671.0
2021-10-27 18:36:00,149.1,149.1,149.09,149.09,1296.0
2021-10-27 18:35:00,149.09,149.09,149.09,149.09,551.0
2021-10-27 18:34:00,149.09,149.09,149.09,149.09,488.0
2021-10-27 18:33:00,149.1,149.1,149.09,149.1,591.0
2021-10-27 18:32:00,149.1,149.1,149.1,149.1,761.0
2021-10-27 18:31:00,149.1,149.1,149.1,149.1,468.0
2021-10-27 18:30:00,149.1,149.1,149.1,149.1,200.0
2021-10-27 18:29:00,149.1,149.1,149.1,149.1,1640.0
2021-10-27 18:28:00,149.07,149.07,149.07,149.07,309.0
2021-10-27 18:27:00,149.1,149.1,149.07,149.07,689.0
2021-10-27 18:26:00,149.09,149.09,149.07,149.07,1004.0
2021-10-27 18:25:00,149.1,149.1,149.1,149.1,174.0
