date,1. open,2. high,3. low,4. close,5. volume
2021-10-01,51.19,51.19,47.44,49.55,3270131.0
2021-09-30,50.4,51.39,48.92,50.7,2578737.0
2021-09-29,53.0,53.55,49.75,51.34,3481964.0
2021-09-28,54.25,55.0,51.5,53.37,2952234.0
2021-09-27,54.94,55.77,53.6,55.1,2744945.0
2021-09-24,57.81,58.8696,56.58,56.7,1363529.0
2021-09-23,55.99,59.7,55.26,58.94,2467308.0
2021-09-22,55.61,55.61,52.01,55.0,2354944.0
2021-09-21,55.81,56.97,54.06,55.89,2141226.0
2021-09-20,55.99,57.455,53.61,54.29,3930822.0
2021-09-17,60.82,60.99,59.12,59.41,1292895.0
2021-09-16,60.69,62.2,59.45,60.65,2225711.0
2021-09-15,57.3,60.8,57.06,60.12,2810193.0
2021-09-14,58.09,58.3881,56.57,57.12,1576505.0
2021-09-13,59.51,59.55,55.34,58.69,3371585.0
2021-09-10,58.5,60.3,57.75,58.61,2761557.0
2021-09-09,55.95,58.98,55.59,58.09,3461945.0
2021-09-08,54.5,56.08,53.18,55.68,2228645.0
2021-09-07,55.34,57.535,54.31,55.1,2763280.0
2021-09-03,53.0,54.7,52.1106,54.14,2358141.0
2021-09-02,51.19,53.25,51.0,53.0,2475490.0
2021-09-01,48.51,50.97,48.35,50.82,3378269.0
2021-08-31,49.04,49.37,47.59,48.3,1366060.0
2021-08-30,49.74,50.0,48.03,48.69,1479871.0
2021-08-27,47.9,49.76,47.55,48.99,1305680.0
2021-08-26,49.7,49.9344,47.1,47.51,2666284.0
2021-08-25,49.52,52.8499,48.25,49.71,3324267.0
2021-08-24,46.75,49.39,46.33,49.25,3987622.0
2021-08-23,47.3,48.75,47.1,48.37,4173463.0
2021-08-20,43.8,46.89,43.29,46.07,3279152.0
2021-08-19,46.0,46.6,43.54,45.02,3833286.0
2021-08-18,47.01,49.0,46.0,46.73,8041367.0
2021-08-17,44.75,46.49,43.82,45.51,2655433.0
2021-08-16,44.29,45.25,43.5,44.65,2325821.0
2021-08-13,43.29,45.38,42.74,44.44,1839168.0
2021-08-12,43.0,43.38,41.5601,42.78,1004581.0
2021-08-11,43.19,43.35,41.9025,42.74,1118111.0
2021-08-10,42.6,43.06,42.15,42.85,1623753.0
2021-08-09,42.75,43.0,41.23,42.66,1292277.0
2021-08-06,42.04,42.755,41.6108,42.65,686563.0
2021-08-05,41.97,42.37,41.44,41.88,734253.0
2021-08-04,42.8,42.82,41.07,41.58,1102561.0
2021-08-03,40.86,42.06,39.0,42.02,1708702.0
2021-08-02,40.4,41.155,39.76,40.15,1607642.0
2021-07-30,38.58,40.3877,38.3201,39.14,1068595.0
2021-07-29,37.89,40.37,37.5,39.5,1532425.0
2021-07-28,35.61,37.37,35.49,37.01,2256258.0
2021-07-27,36.01,36.05,33.71,34.62,3821149.0
2021-07-26,37.0,37.4899,35.89,36.25,2574443.0
2021-07-23,38.74,38.77,36.99,37.81,920169.0
2021-07-22,40.0,40.24,38.55,38.86,915327.0
2021-07-21,37.84,40.05,37.63,39.98,932672.0
2021-07-20,37.17,38.0852,36.6,37.51,1021202.0
2021-07-19,36.47,38.25,35.56,38.03,1338888.0
2021-07-16,39.59,39.84,37.7001,37.85,1740653.0
2021-07-15,37.81,40.34,37.7,39.98,1259975.0
2021-07-14,40.21,41.25,38.12,38.42,1577544.0
2021-07-13,41.62,42.0,39.97,40.51,1130781.0
2021-07-12,41.52,43.2381,40.7,42.27,1658846.0
2021-07-09,39.5,41.88,38.77,41.48,1339374.0
2021-07-08,38.99,39.96,37.6,39.08,2483963.0
2021-07-07,40.4,41.79,39.9,40.91,1880726.0
2021-07-06,41.66,41.94,40.04,40.45,1651157.0
2021-07-02,42.51,42.78,39.8,41.61,2961495.0
2021-07-01,44.75,45.24,42.0,42.42,2380096.0
2021-06-30,44.0,45.6417,43.41,44.93,1624077.0
2021-06-29,45.16,45.825,43.11,43.56,1499597.0
2021-06-28,49.6,49.9,43.2,45.0,3545504.0
2021-06-25,47.55,49.3,45.74,48.94,2487311.0
2021-06-24,45.25,48.5,45.2,47.18,4356399.0
2021-06-23,43.89,44.81,42.7,44.55,1386205.0
2021-06-22,43.94,44.9199,42.9,43.97,996065.0
2021-06-21,42.5,44.84,42.5,43.52,1226627.0
2021-06-18,42.85,43.75,41.51,42.34,1026096.0
2021-06-17,44.63,45.66,42.25,42.85,1534699.0
2021-06-16,42.8,45.35,42.5,45.12,2019119.0
2021-06-15,44.94,44.95,41.44,42.35,2222061.0
2021-06-14,46.86,47.1,43.75,44.89,1483310.0
2021-06-11,45.34,46.84,44.5001,46.54,1884784.0
2021-06-10,45.06,45.55,43.65,44.87,1180552.0
2021-06-09,43.57,45.7499,42.68,43.79,2334692.0
2021-06-08,43.44,43.82,41.56,43.37,1844154.0
2021-06-07,40.2,43.6725,40.19,42.62,2441243.0
2021-06-04,40.55,40.79,39.8,39.99,4033676.0
2021-06-03,43.44,43.6,40.6,40.9,1585095.0
2021-06-02,44.11,44.2,41.965,44.15,1385271.0
2021-06-01,44.3,44.38,43.2,43.55,2070320.0
2021-05-28,45.2,47.17,43.73,46.4,1394515.0
2021-05-27,41.91,45.24,41.05,44.99,1441180.0
2021-05-26,41.05,42.8,40.7,41.42,943629.0
2021-05-25,43.58,44.4,40.21,40.97,1557216.0
2021-05-24,44.26,45.7,42.115,43.71,1060252.0
2021-05-21,44.0,46.6496,43.05,43.55,1115531.0
2021-05-20,45.87,46.7,42.32,43.75,1796668.0
2021-05-19,42.75,47.37,40.5,45.45,4108875.0
2021-05-18,41.39,42.75,40.75,41.7,1840363.0
2021-05-17,36.97,42.45,36.62,41.01,1840490.0
2021-05-14,35.54,38.99,34.5501,38.65,1305646.0
2021-05-13,36.79,38.1,33.3,35.2,1352278.0
2021-05-12,34.51,38.32,34.02,36.5,1707062.0
2021-05-11,36.29,37.74,33.59,34.42,1864628.0
2021-05-10,40.72,40.8453,37.77,38.6,1183326.0
2021-05-07,39.46,40.22,38.2,39.58,1034053.0
2021-05-06,41.9,42.005,37.55,39.38,1985330.0
2021-05-05,40.05,42.99,39.74,41.93,2149900.0
2021-05-04,38.44,39.85,35.56,39.66,1730018.0
2021-05-03,38.42,40.0,37.83,38.44,1317145.0
2021-04-30,35.25,38.22,34.6,37.45,1056073.0
2021-04-29,35.0,35.88,33.83,35.88,778725.0
2021-04-28,33.69,34.4899,32.83,34.25,908304.0
2021-04-27,34.59,35.8,32.67,33.05,1503073.0
2021-04-26,33.05,34.33,32.225,34.07,868887.0
2021-04-23,30.81,32.77,30.66,32.44,752864.0
2021-04-22,29.95,31.59,29.52,30.6,709659.0
2021-04-21,29.01,30.69,28.5,29.65,718105.0
2021-04-20,31.1,31.2885,28.245,28.73,1237295.0
2021-04-19,31.56,33.42,30.49,31.5,1224961.0
2021-04-16,29.52,32.45,29.52,31.87,1276291.0
2021-04-15,29.12,30.2699,28.6001,29.34,531973.0
2021-04-14,28.5,30.55,28.11,28.38,931606.0
2021-04-13,29.57,30.6899,28.11,28.37,848917.0
2021-04-12,31.0,31.0,28.03,29.73,1060534.0
2021-04-09,30.5,31.28,28.58,31.05,1672699.0
2021-04-08,27.0,30.9,26.44,30.5,2499696.0
2021-04-07,26.29,27.6488,26.09,27.38,782128.0
2021-04-06,26.5,27.95,25.79,25.92,686881.0
2021-04-05,26.58,27.4499,25.42,26.4,591791.0
2021-04-01,24.49,26.48,24.49,26.48,680938.0
2021-03-31,24.75,24.99,24.15,24.34,221380.0
2021-03-30,24.4,25.44,24.1,24.62,326523.0
2021-03-29,25.99,26.18,24.12,24.48,554387.0
2021-03-26,27.22,27.63,24.89,26.04,998650.0
2021-03-25,23.7,26.9,22.95,26.65,1062673.0
2021-03-24,24.1,24.85,23.5,23.71,816033.0
2021-03-23,26.44,26.72,22.68,23.09,1158952.0
2021-03-22,27.25,28.0,24.11,26.78,2055185.0
2021-03-19,27.12,28.78,26.85,28.25,661072.0
2021-03-18,27.0,28.69,26.5,26.64,932816.0
2021-03-17,25.12,27.3,25.0,26.73,663539.0
2021-03-16,25.29,26.3,24.32,25.12,963708.0
2021-03-15,24.51,26.5489,24.5,25.11,1122607.0
2021-03-12,24.26,25.3899,22.85,25.25,1272734.0
2021-03-11,20.65,23.75,20.65,23.35,1515305.0
2021-03-10,20.14,21.3734,20.05,20.4,629909.0
2021-03-09,18.88,20.19,18.88,19.69,380812.0
2021-03-08,19.39,19.89,18.81,18.82,312516.0
2021-03-05,20.14,20.4799,18.7,19.3,488167.0
2021-03-04,20.74,20.98,19.73,20.23,472021.0
2021-03-03,20.56,21.46,20.1,21.0,662649.0
2021-03-02,20.45,20.75,20.24,20.46,242796.0
2021-03-01,20.39,20.7265,19.99,20.21,311036.0
2021-02-26,19.65,20.035,18.88,19.94,316316.0
2021-02-25,20.0,20.37,19.23,19.35,354851.0
2021-02-24,20.23,20.87,19.83,20.06,584294.0
